category,keyword,path,image_url,split
cat,kitten,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\cat\kitten_12.jpg,https://images.ctfassets.net/440y9b545yd9/1JvmpdK1yFMQRVAFpoCBOR/d0eafe6ec0baa484f04248258ab21c90/BabyKitten850.jpg,train
cat,kitten,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\cat\kitten_1.jpg,https://www.petage.com/wp-content/uploads/2019/09/Depositphotos_74974941_xl-2015-e1569443284386-670x627.jpg,train
cat,kitten,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\cat\kitten_18.jpg,https://i.ytimg.com/vi/Ep3jK1bZrB8/maxresdefault.jpg,train
cat,kitten,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\cat\kitten_23.jpg,https://images.squarespace-cdn.com/content/v1/55e7b445e4b04e7d0095c2cd/1556296318516-36C15R1S3A4H1GUP62QL/ke17ZwdGBToddI8pDm48kFyD7pzB8zoMIVY5aiUuFlp7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0jG2lbcDYBOeMi4OFSYem8DMb5PTLoEDdB05UqhYu-xbnSznFxIRsaAU-3g5IaylIg/AdobeStock_170586850+%281%29.jpeg?format=1000w,train
cat,kitten,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\cat\kitten_34.jpg,https://www.petmd.com/sites/default/files/styles/article_image/public/petmd-kitten-development.jpg?itok=TZW_49uD,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_3.jpg,"https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/dog-puppy-on-garden-royalty-free-image-1586966191.jpg?crop=1.00xw:0.669xh;0,0.190xh&resize=1200:*",train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_32.jpg,https://images.theconversation.com/files/377569/original/file-20210107-17-q20ja9.jpg?ixlib=rb-1.1.0&rect=278%2C340%2C4644%2C3098&q=45&auto=format&w=926&fit=clip,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_30.jpg,https://www.prestigeanimalhospital.com/sites/default/files/puppy-dental-care.jpg,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_11.jpg,https://static.stacker.com/s3fs-public/styles/properly_sized_image/s3/2020-03/English%20Lab%20Puppy%20%281%29_0.png,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_7.jpg,https://www.iams.com/images/default-source/article-image/article_puppy-basics-selecting-the-right-food_header.jpg,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_46.jpg,https://i.guim.co.uk/img/media/fe1e34da640c5c56ed16f76ce6f994fa9343d09d/0_174_3408_2046/master/3408.jpg?width=445&quality=45&auto=format&fit=max&dpr=2&s=c4f4d4981ad8e828c7d2402a47ed4f4f,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_5.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d9/Collage_of_Nine_Dogs.jpg,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_22.jpg,https://www.aspca.org/sites/default/files/blog_make-dogs-day_101619_main.jpg,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_6.jpg,https://img.webmd.com/dtmcms/live/webmd/consumer_assets/site_images/article_thumbnails/other/dog_cool_summer_slideshow/1800x1200_dog_cool_summer_other.jpg,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_4.jpg,https://www.petmd.com/sites/default/files/styles/article_image/public/petmd-puppy-weight.jpg?itok=IwMOwGSX,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_39.jpg,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/20113314/Carolina-Dog-standing-outdoors.jpg,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_33.jpg,https://static.onecms.io/wp-content/uploads/sites/47/2020/09/03/brown-puppy-sssxyuZape8-unsplash-2000.jpg,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_38.jpg,https://static.onecms.io/wp-content/uploads/sites/47/2020/07/25/rottweiler-puppy-sleeping-936460142-2000.jpg,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_3.jpg,https://thezebra.org/wp-content/uploads/2020/07/Training-Time-Aug2020-GR-with-ball-scaled.jpg,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_41.jpg,https://www.humanesociety.org/sites/default/files/styles/1240x698/public/2019/02/dog-451643.jpg?h=bf654dbc&itok=MQGvBmuo,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_23.jpg,https://images.squarespace-cdn.com/content/v1/54e7a1a6e4b08db9da801ded/1577040237151-YUO2XL8VAVURMYVARMAX/ke17ZwdGBToddI8pDm48kL7-Fwch-HI7maaYwSVFCKRZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZamWLI2zvYWH8K3-s_4yszcp2ryTI0HqTOaaUohrI8PIZIeP51CWkoM8MFvrwwi0zonCjl4lHiV9Cye-EQWhHs4/Screen+Shot+2019-12-20+at+10.46.19+PM.png,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_2.jpg,https://post.medicalnewstoday.com/wp-content/uploads/sites/3/2020/02/322868_1100-1100x628.jpg,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_18.jpg,https://i.cbc.ca/1.5507480.1585002199!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_780/puppy-facts.jpg,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_44.jpg,https://www.dogtime.com/assets/uploads/2019/11/beaglier-mixed-dog-breed-pictures-cover-650x368.jpg,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_14.jpg,https://i.guim.co.uk/img/media/684c9d087dab923db1ce4057903f03293b07deac/205_132_1915_1150/master/1915.jpg?width=1200&height=1200&quality=85&auto=format&fit=crop&s=14a95b5026c1567b823629ba35c40aa0,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_0.jpg,https://i.ytimg.com/vi/MPV2METPeJU/maxresdefault.jpg,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_38.jpg,https://static.dw.com/image/43055387_303.jpg,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_25.jpg,https://www.dogstrust.org.uk/help-advice/_images/164742v800_puppy-1.jpg,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_26.jpg,https://i.ytimg.com/vi/Vp7nW2SP6H8/maxresdefault.jpg,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_20.jpg,https://www.cesarsway.com/wp-content/uploads/2019/10/AdobeStock_190562703.jpeg,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_13.jpg,https://www.sciencemag.org/sites/default/files/styles/article_main_large/public/dogs_1280p_0.jpg?itok=cnRk0HYq,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_35.jpg,https://i.natgeofe.com/n/4f5aaece-3300-41a4-b2a8-ed2708a0a27c/domestic-dog_thumb.jpg?w=1200,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_29.jpg,https://d17fnq9dkz9hgj.cloudfront.net/breed-uploads/2018/09/dog-landing-hero-lg.jpg?bust=1536935129&width=1080,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_11.jpg,https://kb.rspca.org.au/wp-content/uploads/2018/11/golder-retriever-puppy.jpeg,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_27.jpg,https://www.petmd.com/sites/default/files/mealtime-for-yorkie-dog.jpg,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_45.jpg,https://s3-us-west-2.amazonaws.com/uw-s3-cdn/wp-content/uploads/sites/6/2019/10/08113321/Dog-behavior-Kasper-Luijsterburg.jpg,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_21.jpg,https://www.rd.com/wp-content/uploads/2021/01/GettyImages-588935825.jpg,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_12.jpg,https://thumbs-prod.si-cdn.com/1qIa0cbnPa9UXNjafR8nkmN2cAw=/800x600/filters:no_upscale()/https://public-media.si-cdn.com/filer/f1/91/f191086d-7313-4feb-852f-4e25ead804b8/75472763_2578086815605605_4243327242047848448_n.jpg,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_1.jpg,https://i.guim.co.uk/img/media/fe1e34da640c5c56ed16f76ce6f994fa9343d09d/0_174_3408_2046/master/3408.jpg?width=1200&height=900&quality=85&auto=format&fit=crop&s=0d3f33fb6aa6e0154b7713a00454c83d,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_17.jpg,https://www.thesprucepets.com/thmb/COdGzNriu8oQVi8igXmSzFzXTRk=/2109x2109/smart/filters:no_upscale()/puppy-samoyed-boy-990077480-5c89719646e0fb00012c67e8.jpg,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_25.jpg,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F20%2F2020%2F03%2Fnewborn-puppy.jpg&q=85,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_17.jpg,https://cdn.vox-cdn.com/thumbor/I2j0dg1lF7jg_Ff_eV96dvtEZ1k=/0x0:1200x675/1400x1050/filters:focal(504x242:696x434):no_upscale()/cdn.vox-cdn.com/uploads/chorus_image/image/67224712/pop_culter_dog_rank_alyceatinoyan_feature.0.jpg,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_15.jpg,https://www.thefarmersdog.com/digest/wp-content/uploads/2020/07/Corgi-puppy-1-scaled.jpg,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_36.jpg,https://thumbs-prod.si-cdn.com/wCM_EQ3PaGZmg_NZ4n5Vq5PHuA4=/fit-in/1600x0/https://public-media.si-cdn.com/filer/22/72/22724e42-e86d-4141-8f66-cb0b5e11b8c1/puppy.jpg,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_19.jpg,https://www.zooplus.co.uk/magazine/wp-content/uploads/2018/01/Female-Dogs-in-Heat.jpeg,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_2.jpg,https://www.dogtime.com/assets/uploads/2011/03/puppy-development-1280x720.jpg,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_26.jpg,https://m.dw.com/image/49202627_401.jpg,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_19.jpg,https://dogtime.com/assets/uploads/2018/10/puppies-cover.jpg,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_7.jpg,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2019/12/03202400/Yellow-Labrador-Retriever.jpg,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_40.jpg,"https://imgk.timesnownews.com/story/Cyclops_puppy_Philippines.png?tr=w-560,h-292,fo-top",train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_47.jpg,https://img.webmd.com/dtmcms/live/webmd/consumer_assets/site_images/article_thumbnails/slideshows/dog_breed_health_issues_slideshow/1800x1200_dog_breed_health_issues_slideshow.jpg,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_31.jpg,https://thumbs-prod.si-cdn.com/ej9KRK9frB5AXD6W9LXKFnuRc-0=/fit-in/1600x0/https://public-media.si-cdn.com/filer/ad/7b/ad7b3860-ad5f-43dc-800e-af57830cd1d3/labrador.jpg,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_31.jpg,https://static.toiimg.com/photo/msid-74508525/74508525.jpg,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_23.jpg,https://www.sciencenewsforstudents.org/wp-content/uploads/2020/07/070720_bo_dogage_feat-1028x579.jpg,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_14.jpg,https://www.cesarsway.com/wp-content/uploads/2015/06/puppy-checklist.png,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_42.jpg,https://www.sciencemag.org/sites/default/files/styles/article_main_large/public/dog_16x9_3.jpg?itok=9sPIyJUi,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_13.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6e/Golde33443.jpg,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_21.jpg,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F28%2F2020%2F10%2F13%2Fcorgi-dog-POPDOGNAME1020.jpg,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_4.jpg,https://i.insider.com/5484d9d1eab8ea3017b17e29?width=600&format=jpeg&auto=webp,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_24.jpg,https://d17fnq9dkz9hgj.cloudfront.net/uploads/2020/04/shelter-dog-cropped-1.jpg,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_10.jpg,https://images.theconversation.com/files/319375/original/file-20200309-118956-1cqvm6j.jpg?ixlib=rb-1.1.0&q=45&auto=format&w=1200&h=900.0&fit=crop,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_41.jpg,"https://dynaimage.cdn.cnn.com/cnn/c_fill,g_auto,w_1200,h_675,ar_16:9/https%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F201023124424-green-puppy-italy-sci-intl-1009.jpg",train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_48.jpg,https://images.theconversation.com/files/319652/original/file-20200310-61148-vllmgm.jpg?ixlib=rb-1.1.0&q=45&auto=format&w=754&fit=clip,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_9.jpg,https://cf.ltkcdn.net/dogs/images/orig/235430-2000x1332-australian-shepherd-puppy.jpg,train
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\dog_49.jpg,https://cdn.mos.cms.futurecdn.net/JzqhuEDTRfCZKMKHUxPySB.jpg,train
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\train\dog\puppy_43.jpg,https://i.dailymail.co.uk/1s/2020/06/29/22/30198268-8472445-image-a-4_1593464962804.jpg,train
cat,kitten,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\validation\cat\kitten_13.jpg,https://www.petmd.com/sites/default/files/styles/article_image/public/small-kitten-walking-towards_127900829_0.jpg?itok=ah_gTtbS,validation
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\validation\dog\dog_12.jpg,https://www.cdc.gov/healthypets/images/pets/cute-dog-headshot.jpg,validation
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\validation\dog\puppy_44.jpg,https://www.petmd.com/sites/default/files/styles/article_image/public/puppy-laying-down-outside.jpg?itok=ClNNCi52,validation
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\validation\dog\dog_32.jpg,https://wolf.org/wp-content/uploads/2020/10/Spartacus_Mid-Content-copy.jpg,validation
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\validation\dog\dog_24.jpg,https://cdn.britannica.com/60/8160-050-08CCEABC/German-shepherd.jpg,validation
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\validation\dog\dog_9.jpg,"https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/golden-retriever-royalty-free-image-506756303-1560962726.jpg?crop=0.672xw:1.00xh;0.166xw,0&resize=640:*",validation
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\validation\dog\dog_34.jpg,https://www.gannett-cdn.com/presto/2019/11/18/USAT/8a460703-f390-4290-a27a-c6ed44b811a3-16X9.png?width=660&height=372&fit=crop&format=pjpg&auto=webp,validation
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\validation\dog\dog_15.jpg,https://media.nature.com/lw800/magazine-assets/d41586-020-01430-5/d41586-020-01430-5_17977552.jpg,validation
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\validation\dog\puppy_1.jpg,https://hips.hearstapps.com/countryliving.cdnds.net/17/47/1511194376-cavachon-puppy-christmas.jpg,validation
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\validation\dog\puppy_35.jpg,"https://cdn.royalcanin-weshare-online.io/UCImMmgBaxEApS7LuQnZ/v2/eukanuba-market-image-puppy-beagle?w=5596&h=2317&rect=574,77,1850,1045&auto=compress,enhance",validation
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\validation\dog\dog_33.jpg,https://cdn.cnn.com/cnnnext/dam/assets/201030094143-stock-rhodesian-ridgeback-large-169.jpg,validation
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\validation\dog\puppy_49.jpg,https://static.scientificamerican.com/sciam/cache/file/D059BC4A-CCF3-4495-849ABBAFAED10456_source.jpg?w=590&h=800&526ED1E1-34FF-4472-B348B8B4769AB2A1,validation
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\validation\dog\puppy_0.jpg,https://www.thesprucepets.com/thmb/EBp990AJt94XwAp7oOAzUtdg9Xg=/2121x1193/smart/filters:no_upscale()/golden-retriever-puppy-in-grass-923135452-5c887d4146e0fb00013365ba.jpg,validation
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\validation\dog\puppy_16.jpg,https://www.readersdigest.ca/wp-content/uploads/2013/03/6-facts-to-know-before-owning-a-puppy.jpg,validation
cat,kitten,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\test\cat\kitten_3.jpg,https://www.lomsnesvet.ca/wp-content/uploads/sites/21/2019/08/Kitten-Blog-683x1024.jpg,test
cat,kitten,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\test\cat\kitten_5.jpg,https://cdn.mos.cms.futurecdn.net/vChK6pTy3vN3KbYZ7UU7k3-1200-80.jpg,test
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\test\dog\puppy_20.jpg,https://spartanshield.org/wp-content/uploads/2020/05/quarantine-puppies-900x899-1588687159.jpg,test
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\test\dog\dog_16.jpg,https://static01.nyt.com/images/2019/06/17/science/17DOGS/17DOGS-mobileMasterAt3x-v2.jpg,test
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\test\dog\dog_40.jpg,https://ei.marketwatch.com/Multimedia/2020/04/09/Photos/ZQ/MW-IE203_corona_20200409232441_ZQ.jpg?uuid=d12f4334-7ada-11ea-b13a-9c8e992d421e,test
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\test\dog\puppy_22.jpg,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2016/10/13100217/Fotolia_934271_S-800x589.jpg,test
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\test\dog\puppy_8.jpg,https://www.akcpetinsurance.com/res/akc/blog/2018/new-puppy-essentials/header_puppy_checklist.jpg,test
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\test\dog\dog_28.jpg,https://i.guim.co.uk/img/media/20098ae982d6b3ba4d70ede3ef9b8f79ab1205ce/0_0_969_581/master/969.jpg?width=1200&height=900&quality=85&auto=format&fit=crop&s=a368f449b1cc1f37412c07a1bd901fb5,test
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\test\dog\puppy_10.jpg,"https://www.daysoftheyear.com/cdn-cgi/image/fit=cover,f=auto,onerror=redirect,width=2560/wp-content/uploads/puppy-day-e1574071869348.jpg",test
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\test\dog\dog_37.jpg,https://www.rspcansw.org.au/wp-content/uploads/2018/09/131_a-feature_rescue-partners_mobile.jpg,test
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\test\dog\puppy_6.jpg,"https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/dog-puppy-on-garden-royalty-free-image-1586966191.jpg?crop=1.00xw:0.669xh;0,0.190xh&resize=640:*",test
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\test\dog\puppy_29.jpg,https://images.squarespace-cdn.com/content/v1/5ebb0ca06dde6c0448082d3d/1593203210126-H163LY7P4NIKTE3RRQ83/ke17ZwdGBToddI8pDm48kFQQgP34qnCpeHaeAOzTt7pZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZamWLI2zvYWH8K3-s_4yszcp2ryTI0HqTOaaUohrI8PICHnXC1b9smDvYLPdL-DS7U1pkhCtl83kemXd5r3C5ngKMshLAGzx4R3EDFOm1kBS/imprinting+stage.jpg,test
dog,puppy,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\test\dog\puppy_5.jpg,"https://images2.minutemediacdn.com/image/upload/c_fill,g_auto,h_1248,w_2220/v1584388937/shape/mentalfloss/536413-gettyimages-1077470274.jpg?itok=NoDcW5uz",test
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\test\dog\dog_46.jpg,https://static.scientificamerican.com/blogs/cache/file/7A1AA7B6-1E54-4974-96488CF81302DC7C_source.jpg?w=590&h=800&B84E174E-0675-48A0-971D72A4376AC80F,test
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\test\dog\dog_30.jpg,https://www.guidedogs.org/wp-content/uploads/2019/11/website-donate-mobile.jpg,test
dog,dog,C:\Users\anmol\Documents\GitHub\fathom\projects\cats vs dogs\images\test\dog\dog_18.jpg,"https://static.toiimg.com/thumb/msid-60132235,imgsize-169468,width-800,height-600,resizemode-75/60132235.jpg",test
